position_id	claim_index	linked_hypothesis_id	school_prediction	current_polarity	heuristic_guess	school_claim	hypothesis_claim
chicago_monetarism	198	ml_fiscal_rule_debt_service_growth_resilience	supported	aligned	uncertain	binding fiscal rules with transparent escape clauses predict lower debt-service burdens and faster post-shock recovery than discretionary fiscal regimes at similar initial debt levels.	binding fiscal rules with transparent escape clauses predict lower debt-service burdens and faster post-shock recovery than discretionary fiscal regimes at similar initial debt levels.
chicago_monetarism	199	ml_tax_broad_base_low_rate_investment_growth_1980_2024	supported	aligned	uncertain	countries that shift toward broader tax bases and lower statutory marginal rates achieve higher 10- to 25-year private investment growth without lower total revenue ratios than comparable countries relying on narrow b...	countries that shift toward broader tax bases and lower statutory marginal rates achieve higher 10- to 25-year private investment growth without lower total revenue ratios than comparable countries relying on narrow bases and high rates.
chicago_monetarism	200	oecd_education_spending_human_capital_gain_panel	falsified	aligned	uncertain	Higher public education spending as a share of GDP predicts later human-capital gains only where governance quality is above the sample median.	Higher public education spending as a share of GDP predicts later human-capital gains only where governance quality is above the sample median.
chicago_monetarism	201	oecd_housing_cost_inequality_after_tax_panel	mixed	aligned	uncertain	Higher housing-cost burdens are associated with higher after-tax inequality even after market-income inequality is controlled.	Higher housing-cost burdens are associated with higher after-tax inequality even after market-income inequality is controlled.
chicago_monetarism	202	oecd_socx_poverty_reduction_per_spending_point_panel	falsified	aligned	uncertain	Social spending reduces poverty more effectively when active labour programmes and family benefits make up a larger spending share.	Social spending reduces poverty more effectively when active labour programmes and family benefits make up a larger spending share.
chicago_monetarism	203	progressive_tax_top_income_share_and_growth_oecd	supported	aligned	uncertain	Increases in top marginal income-tax rates lower top-income concentration without reducing medium-run GDP per capita growth or private investment more than matched lower-tax countries.	Increases in top marginal income-tax rates lower top-income concentration without reducing medium-run GDP per capita growth or private investment more than matched lower-tax countries.
chicago_monetarism	204	public_health_spending_avoidable_mortality_panel	falsified	aligned	uncertain	Higher public health spending reduces amenable mortality, infant mortality, and out-of-pocket burden after income and population-age controls; the claim is refuted if spending growth does not improve outcomes or only ...	Higher public health spending reduces amenable mortality, infant mortality, and out-of-pocket burden after income and population-age controls; the claim is refuted if spending growth does not improve outcomes or only raises total cost.
chicago_monetarism	205	public_health_spending_life_expectancy_resilience_2019_2022	falsified	aligned	uncertain	Countries with higher pre-2020 public health spending shares had smaller 2019-2022 life-expectancy losses, conditional on age structure and income.	Countries with higher pre-2020 public health spending shares had smaller 2019-2022 life-expectancy losses, conditional on age structure and income.
chicago_monetarism	206	public_pension_generosity_elderly_poverty_fiscal_tradeoff	supported	aligned	uncertain	More generous public pensions lower elderly poverty and material deprivation, and the claim is weakened if gains are accompanied by persistent working-age tax wedges, debt-service stress, or lower employment.	More generous public pensions lower elderly poverty and material deprivation, and the claim is weakened if gains are accompanied by persistent working-age tax wedges, debt-service stress, or lower employment.
chicago_monetarism	207	redistribution_gap_bottom40_real_income_growth_oecd	falsified	aligned	uncertain	Larger tax-and-transfer redistribution gaps predict faster bottom-40 real disposable-income growth over the next three years without a GDP-per-capita growth penalty larger than 0.3 percentage points per year.	Larger tax-and-transfer redistribution gaps predict faster bottom-40 real disposable-income growth over the next three years without a GDP-per-capita growth penalty larger than 0.3 percentage points per year.
chicago_monetarism	208	rnd_spending_patent_intensity_panel	falsified	aligned	uncertain	R&D spending intensity predicts higher patent intensity only where government effectiveness or rule of law is high.	R&D spending intensity predicts higher patent intensity only where government effectiveness or rule of law is high.
chicago_monetarism	209	social_spending_market_poverty_reduction_elasticity_oecd	falsified	aligned	uncertain	Higher social spending reduces market-income poverty more strongly where benefits are more cash-and-service universal, and the claim is weakened if poverty falls only through accounting transfers with no improvement i...	Higher social spending reduces market-income poverty more strongly where benefits are more cash-and-service universal, and the claim is weakened if poverty falls only through accounting transfers with no improvement in employment or material deprivation.
chicago_monetarism	210	tax_revenue_public_investment_growth_panel	falsified	aligned	aligned_guess	Higher tax revenue predicts faster growth only when it is associated with higher public investment or government effectiveness.	Higher tax revenue predicts faster growth only when it is associated with higher public investment or government effectiveness.
chicago_monetarism	211	wdi_health_spending_life_expectancy_diminishing_returns_panel	mixed	aligned	uncertain	Health expenditure per capita increases life expectancy strongly at low and middle spending levels but has sharply diminishing returns above the OECD median.	Health expenditure per capita increases life expectancy strongly at low and middle spending levels but has sharply diminishing returns above the OECD median.
chicago_monetarism	212	wdi_out_of_pocket_health_spending_mortality_panel	falsified	aligned	uncertain	Higher out-of-pocket health spending shares predict higher infant, under-5, or amenable mortality at a given income level.	Higher out-of-pocket health spending shares predict higher infant, under-5, or amenable mortality at a given income level.
chicago_monetarism	213	agricultural_productivity_poverty_reduction_panel	mixed	aligned	uncertain	Growth in food or crop production per rural worker predicts lower poverty rates and child mortality in low- and middle-income countries.	Growth in food or crop production per rural worker predicts lower poverty rates and child mortality in low- and middle-income countries.
chicago_monetarism	214	agriculture_employment_transition_productivity_panel	mixed	aligned	aligned_guess	Declines in agricultural employment share predict faster GDP-per-capita growth only when manufacturing or services productivity rises at the same time.	Declines in agricultural employment share predict faster GDP-per-capita growth only when manufacturing or services productivity rises at the same time.
chicago_monetarism	215	capacity_broadband_competition_productivity_diffusion	mixed	aligned	uncertain	Broadband infrastructure improves business entry, productivity, and export services when telecom competition and regulatory quality are high; monopoly rollout without competition shows weaker diffusion benefits.	Broadband infrastructure improves business entry, productivity, and export services when telecom competition and regulatory quality are high; monopoly rollout without competition shows weaker diffusion benefits.
chicago_monetarism	216	capacity_transport_infrastructure_market_access_productivity	mixed	aligned	uncertain	Transport infrastructure raises regional productivity and employment where procurement quality and maintenance capacity are high; low-capacity buildouts show weaker productivity gains and higher debt per road-km impro...	Transport infrastructure raises regional productivity and employment where procurement quality and maintenance capacity are high; low-capacity buildouts show weaker productivity gains and higher debt per road-km improvement.
chicago_monetarism	217	capital_controls_crisis_volatility_growth_panel	falsified	aligned	aligned_guess	More restrictive capital-account regimes reduce crisis incidence and exchange-rate volatility without lowering long-run investment or GDP growth in emerging markets.	More restrictive capital-account regimes reduce crisis incidence and exchange-rate volatility without lowering long-run investment or GDP growth in emerging markets.
chicago_monetarism	218	ml_capital_market_depth_reallocation_productivity	supported	aligned	uncertain	deeper private capital markets predict faster reallocation of capital toward high-productivity firms and stronger aggregate TFP growth than bank-dominated systems with politically concentrated credit.	deeper private capital markets predict faster reallocation of capital toward high-productivity firms and stronger aggregate TFP growth than bank-dominated systems with politically concentrated credit.
chicago_monetarism	219	ml_directed_credit_capital_misallocation_growth_drag	supported	aligned	uncertain	directed-credit intensity predicts lower marginal product of capital and slower total factor productivity growth than market-priced credit allocation.	directed-credit intensity predicts lower marginal product of capital and slower total factor productivity growth than market-priced credit allocation.
chicago_monetarism	220	ml_ip_protection_moderate_strength_innovation_diffusion	supported	aligned	uncertain	moderate-to-strong IP protection predicts higher quality-adjusted innovation and technology diffusion, but extremely restrictive follow-on rules reduce downstream innovation.	moderate-to-strong IP protection predicts higher quality-adjusted innovation and technology diffusion, but extremely restrictive follow-on rules reduce downstream innovation.
chicago_monetarism	221	ml_product_market_regulation_tfp_growth_oecd	supported	aligned	uncertain	lower product-market regulation predicts higher long-run TFP growth and lower consumer price levels in network and retail sectors.	lower product-market regulation predicts higher long-run TFP growth and lower consumer price levels in network and retail sectors.
chicago_monetarism	222	ml_rule_bound_regulation_investment_volatility	supported	aligned	uncertain	stable rule-bound regulation predicts higher private investment and lower investment volatility than discretionary licensing or case-by-case industrial policy.	stable rule-bound regulation predicts higher private investment and lower investment volatility than discretionary licensing or case-by-case industrial policy.
chicago_monetarism	223	oecd_ict_sector_productivity_spillover_panel	supported	aligned	uncertain	Higher ICT-sector value-added or productivity growth predicts faster aggregate GDP-per-hour growth.	Higher ICT-sector value-added or productivity growth predicts faster aggregate GDP-per-hour growth.
chicago_monetarism	224	pwt_human_capital_tfp_growth_panel	mixed	aligned	uncertain	Human-capital growth predicts TFP growth more strongly than capital-deepening alone over 5-year windows.	Human-capital growth predicts TFP growth more strongly than capital-deepening alone over 5-year windows.
chicago_monetarism	225	wipo_resident_patenting_tfp_followthrough_panel	falsified	aligned	uncertain	Growth in resident patent applications predicts TFP growth over the next 3-5 years more strongly than non-resident patenting.	Growth in resident patent applications predicts TFP growth over the next 3-5 years more strongly than non-resident patenting.
chicago_monetarism	226	capacity_health_insurance_labour_market_complement	mixed	aligned	uncertain	Universal or broad health coverage improves health outcomes without reducing employment when financed through broad-based taxes or social insurance and managed by high-capacity institutions; payroll-heavy financing wi...	Universal or broad health coverage improves health outcomes without reducing employment when financed through broad-based taxes or social insurance and managed by high-capacity institutions; payroll-heavy financing with weak administration predicts employment drag.
chicago_monetarism	227	capacity_water_sanitation_urbanization_health_dividend	mixed	aligned	uncertain	Urban infrastructure investment lowers mortality and supports urban productivity only when municipal/state capacity is high; rapid urbanization without service delivery predicts worse health and weaker productivity.	Urban infrastructure investment lowers mortality and supports urban productivity only when municipal/state capacity is high; rapid urbanization without service delivery predicts worse health and weaker productivity.
chicago_monetarism	228	energy_use_life_expectancy_saturation_threshold_panel	falsified	aligned	uncertain	Energy use per capita has a strong positive association with life expectancy below a threshold but little additional association above high-income levels.	Energy use per capita has a strong positive association with life expectancy below a threshold but little additional association above high-income levels.
chicago_monetarism	229	ml_market_reform_package_qol_long_horizon_synth	supported	aligned	uncertain	countries implementing durable packages of trade openness, monetary stability, property-rights improvement, and entry liberalization show stronger 15- to 30-year gains in median consumption, life expectancy, and human...	countries implementing durable packages of trade openness, monetary stability, property-rights improvement, and entry liberalization show stronger 15- to 30-year gains in median consumption, life expectancy, and human development than synthetic controls without comparable reform packages.
chicago_monetarism	230	oecd_physician_density_amenable_mortality_panel	falsified	aligned	uncertain	Higher physician density predicts lower amenable mortality, with larger effects where public coverage or public health spending is higher.	Higher physician density predicts lower amenable mortality, with larger effects where public coverage or public health spending is higher.
chicago_monetarism	231	bis_credit_gap_house_price_unemployment_lag_panel	supported	aligned	uncertain	Credit-gap booms combined with house-price booms predict higher unemployment 2-4 years later.	Credit-gap booms combined with house-price booms predict higher unemployment 2-4 years later.
chicago_monetarism	232	bis_house_price_growth_consumption_squeeze_panel	supported	aligned	uncertain	Real residential property-price growth above income growth predicts weaker private consumption growth over the next 2 years.	Real residential property-price growth above income growth predicts weaker private consumption growth over the next 2 years.
chicago_monetarism	233	capacity_housing_supply_credit_boom_amplifier	mixed	aligned	uncertain	Credit booms turn into damaging house-price cycles primarily where housing supply and permitting capacity are constrained; elastic-supply markets show smaller price booms and smaller post-boom employment losses.	Credit booms turn into damaging house-price cycles primarily where housing supply and permitting capacity are constrained; elastic-supply markets show smaller price booms and smaller post-boom employment losses.
chicago_monetarism	234	eurostat_construction_supply_housing_cost_relief_panel	supported	aligned	uncertain	EU countries with faster construction value-added or construction employment growth experience lower subsequent housing-cost overburden.	EU countries with faster construction value-added or construction employment growth experience lower subsequent housing-cost overburden.
chicago_monetarism	235	oecd_housing_cost_overburden_consumption_drag_panel	mixed	aligned	uncertain	OECD country-years with higher housing-cost overburden rates have lower real private-consumption-per-capita growth over the next 1-3 years, after income, unemployment, and country/year effects.	OECD country-years with higher housing-cost overburden rates have lower real private-consumption-per-capita growth over the next 1-3 years, after income, unemployment, and country/year effects.
chicago_monetarism	236	oecd_rent_burden_child_poverty_panel	mixed	aligned	uncertain	Rising low-income rent burden predicts higher child poverty or disposable-income poverty, net of unemployment and GDP per capita.	Rising low-income rent burden predicts higher child poverty or disposable-income poverty, net of unemployment and GDP per capita.
chicago_monetarism	237	capacity_capital_market_depth_innovation_vs_volatility	mixed	aligned	aligned_guess	Capital-market depth raises patenting and high-growth entry when rule of law and disclosure quality are high; in weak-institution settings, market depth predicts volatility and crisis exposure more than innovation.	Capital-market depth raises patenting and high-growth entry when rule of law and disclosure quality are high; in weak-institution settings, market depth predicts volatility and crisis exposure more than innovation.
chicago_monetarism	238	capacity_regulatory_quality_business_entry_complement	mixed	aligned	uncertain	Regulation complements markets when regulatory quality is high: higher regulatory quality predicts more business entry and less informality; high procedural burden with low regulatory quality predicts lower entry and ...	Regulation complements markets when regulatory quality is high: higher regulatory quality predicts more business entry and less informality; high procedural burden with low regulatory quality predicts lower entry and weaker employment growth.
chicago_monetarism	239	ml_contract_enforcement_firm_scale_productivity	supported	aligned	uncertain	faster and more predictable contract enforcement predicts larger average firm scale, lower working-capital constraints, and higher labor productivity.	faster and more predictable contract enforcement predicts larger average firm scale, lower working-capital constraints, and higher labor productivity.
chicago_monetarism	240	ml_entry_barriers_informality_small_firm_productivity	supported	aligned	uncertain	higher formal business-entry barriers predict larger informal sectors and lower small-firm productivity growth over long windows.	higher formal business-entry barriers predict larger informal sectors and lower small-firm productivity growth over long windows.
chicago_monetarism	241	ml_expropriation_risk_private_investment_panel	supported	aligned	uncertain	improvements in expropriation-risk and property-rights indicators predict higher private investment and longer project maturities, especially in capital-intensive sectors.	improvements in expropriation-risk and property-rights indicators predict higher private investment and longer project maturities, especially in capital-intensive sectors.
chicago_monetarism	242	bargaining_coverage_low_wage_poverty_employment_panel	falsified	aligned	uncertain	Higher collective-bargaining coverage lowers in-work poverty and low-wage incidence with no youth-employment penalty in coordinated systems, but is refuted if coverage mainly prices out young or low-skill workers.	Higher collective-bargaining coverage lowers in-work poverty and low-wage incidence with no youth-employment penalty in coordinated systems, but is refuted if coverage mainly prices out young or low-skill workers.
chicago_monetarism	243	capacity_activation_spending_unemployment_duration	mixed	aligned	uncertain	Active labour-market spending reduces long-term unemployment only where case-management capacity and benefit conditionality are strong; passive benefit generosity without activation predicts longer unemployment duration.	Active labour-market spending reduces long-term unemployment only where case-management capacity and benefit conditionality are strong; passive benefit generosity without activation predicts longer unemployment duration.
chicago_monetarism	244	capacity_childcare_spending_female_lfp_housing_cost	mixed	aligned	uncertain	Public childcare and family benefits raise female labour-force participation and fertility only when housing costs and childcare supply constraints are not binding; high transfers without supply expansion have weaker ...	Public childcare and family benefits raise female labour-force participation and fertility only when housing costs and childcare supply constraints are not binding; high transfers without supply expansion have weaker fertility/LFP effects.
chicago_monetarism	245	capacity_in_work_benefits_cliff_employment	mixed	aligned	uncertain	In-work benefits increase low-income employment when phaseout cliffs are smooth and administration is simple; sharp cliffs or complex means tests predict lower hours growth and weaker reemployment.	In-work benefits increase low-income employment when phaseout cliffs are smooth and administration is simple; sharp cliffs or complex means tests predict lower hours growth and weaker reemployment.
chicago_monetarism	246	capacity_unemployment_benefits_activation_threshold	mixed	aligned	uncertain	More generous unemployment benefits do not lower employment when activation spending and case-management capacity are high; without activation, generosity predicts longer unemployment duration and lower employment rates.	More generous unemployment benefits do not lower employment when activation spending and case-management capacity are high; without activation, generosity predicts longer unemployment duration and lower employment rates.
chicago_monetarism	247	child_family_benefits_female_lfp_fertility_panel	falsified	aligned	uncertain	Childcare and family-benefit expansions raise female labor-force participation and fertility without lowering maternal employment; refuted if cash-only benefits reduce employment or fail to move fertility.	Childcare and family-benefit expansions raise female labor-force participation and fertility without lowering maternal employment; refuted if cash-only benefits reduce employment or fail to move fertility.
chicago_monetarism	248	epl_security_youth_unemployment_dualism_panel	supported	aligned	uncertain	Employment protection improves job security and tenure without creating youth/temporary-contract dualism only when active labor policy and growth are strong.	Employment protection improves job security and tenure without creating youth/temporary-contract dualism only when active labor policy and growth are strong.
chicago_monetarism	249	financialization_labor_share_investment_panel	falsified	aligned	uncertain	Higher private-credit depth and financial-sector value-added shares predict lower labor shares and weaker real investment after credit booms, supporting financialization critiques if robust.	Higher private-credit depth and financial-sector value-added shares predict lower labor shares and weaker real investment after credit booms, supporting financialization critiques if robust.
chicago_monetarism	250	ilostat_services_growth_female_lfp_panel	supported	aligned	uncertain	Faster services-sector expansion predicts higher female labour-force participation, net of education and income.	Faster services-sector expansion predicts higher female labour-force participation, net of education and income.
chicago_monetarism	251	job_guarantee_almp_unemployment_floor_panel	falsified	aligned	uncertain	Public employment or activation-heavy labor-market programs lower long-term unemployment and poverty more than passive transfers at similar fiscal cost.	Public employment or activation-heavy labor-market programs lower long-term unemployment and poverty more than passive transfers at similar fiscal cost.
chicago_monetarism	252	labor_share_demand_growth_wage_led_panel	falsified	aligned	uncertain	In demand-constrained high-income economies, rising labor share predicts stronger consumption and GDP growth, while profit-share gains predict weaker domestic demand.	In demand-constrained high-income economies, rising labor share predicts stronger consumption and GDP growth, while profit-share gains predict weaker domestic demand.
chicago_monetarism	253	minimum_wage_bite_low_pay_poverty_employment_panel	falsified	aligned	uncertain	Moderate minimum-wage bite increases low-end wages and reduces working poverty with employment effects near zero; refuted if high-bite settings show significant low-skill job losses.	Moderate minimum-wage bite increases low-end wages and reduces working poverty with employment effects near zero; refuted if high-bite settings show significant low-skill job losses.
chicago_monetarism	254	ml_employment_protection_youth_unemployment_duration	supported	aligned	uncertain	stricter employment protection legislation predicts higher youth unemployment and longer unemployment duration after demand shocks, with smaller effects where apprenticeships and temporary contracts are flexible.	stricter employment protection legislation predicts higher youth unemployment and longer unemployment duration after demand shocks, with smaller effects where apprenticeships and temporary contracts are flexible.
chicago_monetarism	255	ml_minimum_wage_bite_youth_informality_tradeoff	supported	aligned	uncertain	high minimum-wage bite raises wages for covered incumbents but predicts weaker youth employment and higher informal employment in low-productivity regions.	high minimum-wage bite raises wages for covered incumbents but predicts weaker youth employment and higher informal employment in low-productivity regions.
chicago_monetarism	256	ml_service_sector_entry_female_lfp_panel	supported	aligned	uncertain	lower entry barriers in childcare, retail, transport, and personal services predict higher female labor-force participation through lower household-service prices and more flexible jobs.	lower entry barriers in childcare, retail, transport, and personal services predict higher female labor-force participation through lower household-service prices and more flexible jobs.
chicago_monetarism	257	ml_tax_wedge_labor_participation_formality_panel	supported	aligned	uncertain	higher labor tax wedges predict lower prime-age employment and higher informality over long windows, with larger effects in middle-income economies.	higher labor tax wedges predict lower prime-age employment and higher informality over long windows, with larger effects in middle-income economies.
chicago_monetarism	258	oecd_almp_spending_unemployment_recovery_panel	falsified	aligned	aligned_guess	Active labour-market spending predicts faster unemployment declines after unemployment shocks than passive cash-support spending.	Active labour-market spending predicts faster unemployment declines after unemployment shocks than passive cash-support spending.
chicago_monetarism	259	oecd_epl_youth_unemployment_panel	supported	aligned	uncertain	Stricter employment protection legislation predicts higher youth unemployment, especially when GDP growth is weak.	Stricter employment protection legislation predicts higher youth unemployment, especially when GDP growth is weak.
chicago_monetarism	260	oecd_minimum_wage_bite_low_education_unemployment_panel	falsified	aligned	uncertain	Higher minimum-wage bite predicts higher low-education unemployment when productivity growth is below the OECD median.	Higher minimum-wage bite predicts higher low-education unemployment when productivity growth is below the OECD median.
chicago_monetarism	261	oecd_union_density_wage_dispersion_employment_tradeoff	falsified	aligned	uncertain	Higher union density lowers wage dispersion but may reduce employment only where productivity growth is weak.	Higher union density lowers wage dispersion but may reduce employment only where productivity growth is weak.
chicago_monetarism	262	oecd_vocational_track_youth_unemployment_panel	falsified	aligned	uncertain	Larger vocational or work-based upper-secondary pathways predict lower youth unemployment without reducing tertiary progression.	Larger vocational or work-based upper-secondary pathways predict lower youth unemployment without reducing tertiary progression.
chicago_monetarism	263	policy_rate_hikes_labor_share_distribution_panel	falsified	aligned	uncertain	Monetary tightening reduces labor share and wage growth more than profit income during disinflation episodes, implying a distributional cost channel.	Monetary tightening reduces labor share and wage growth more than profit income during disinflation episodes, implying a distributional cost channel.
chicago_monetarism	264	shorter_hours_productivity_employment_wellbeing_panel	falsified	aligned	uncertain	Reductions in annual hours worked raise hourly productivity and wellbeing without lowering employment rates when implemented in high-productivity economies.	Reductions in annual hours worked raise hourly productivity and wellbeing without lowering employment rates when implemented in high-productivity economies.
chicago_monetarism	265	unemployment_benefit_generosity_stabilizer_vs_duration_panel	falsified	aligned	uncertain	More generous unemployment benefits reduce household-income losses and recession depth, but the strongest claim is refuted if they materially lengthen unemployment duration after controlling for labor-demand shocks an...	More generous unemployment benefits reduce household-income losses and recession depth, but the strongest claim is refuted if they materially lengthen unemployment duration after controlling for labor-demand shocks and activation spending.
chicago_monetarism	266	union_density_labor_share_inequality_growth_panel	falsified	aligned	uncertain	Higher union density raises labor share and lowers disposable-income inequality without reducing medium-run GDP per hour growth once sector composition is controlled.	Higher union density raises labor share and lowers disposable-income inequality without reducing medium-run GDP per hour growth once sector composition is controlled.
chicago_monetarism	267	bis_household_dsr_policy_rate_consumption_slowdown_panel	supported	aligned	uncertain	Higher household debt-service ratios predict slower real private-consumption growth especially after policy-rate increases.	Higher household debt-service ratios predict slower real private-consumption growth especially after policy-rate increases.
chicago_monetarism	268	bis_low_policy_rate_credit_gap_asset_cycle_panel	supported	aligned	uncertain	Periods of policy rates below inflation/GDP-growth fundamentals predict later credit-gap and house-price expansions.	Periods of policy rates below inflation/GDP-growth fundamentals predict later credit-gap and house-price expansions.
chicago_monetarism	269	capacity_bank_capital_buffers_credit_cycle_cost	mixed	aligned	aligned_guess	Higher pre-crisis bank capital buffers reduce crisis output losses without permanently lowering credit growth in high-supervision states; in weak-supervision states, nominal capital ratios do not prevent credit busts.	Higher pre-crisis bank capital buffers reduce crisis output losses without permanently lowering credit growth in high-supervision states; in weak-supervision states, nominal capital ratios do not prevent credit busts.
chicago_monetarism	270	capacity_rule_of_law_financial_depth_productive_allocation	mixed	aligned	uncertain	Financial depth supports productivity and innovation only under strong rule of law; in weak-rule-of-law settings, private credit growth predicts credit booms and asset prices more than TFP or patenting.	Financial depth supports productivity and innovation only under strong rule of law; in weak-rule-of-law settings, private credit growth predicts credit booms and asset prices more than TFP or patenting.
chicago_monetarism	271	central_bank_asset_purchases_yields_inflation_panel	falsified	aligned	aligned_guess	Large central-bank government-bond purchases lower long yields without producing proportional CPI inflation when unemployment is above pre-crisis levels.	Large central-bank government-bond purchases lower long yields without producing proportional CPI inflation when unemployment is above pre-crisis levels.
chicago_monetarism	272	fred_m2_asset_price_cpi_divergence_us_panel	supported	aligned	uncertain	US M2 or central-bank balance-sheet expansions predict asset-price inflation more strongly than CPI inflation over post-1990 windows.	US M2 or central-bank balance-sheet expansions predict asset-price inflation more strongly than CPI inflation over post-1990 windows.
chicago_monetarism	273	ml_credit_boom_price_signal_bust_severity	supported	aligned	uncertain	credit booms occurring under subsidized or politically directed credit regimes produce deeper post-boom output losses than credit booms under market-priced credit.	credit booms occurring under subsidized or politically directed credit regimes produce deeper post-boom output losses than credit booms under market-priced credit.
chicago_monetarism	274	ml_financial_repression_savings_real_rate_investment	supported	aligned	uncertain	negative real deposit rates created by interest-rate caps or high inflation reduce private saving and lower long-run domestic investment quality.	negative real deposit rates created by interest-rate caps or high inflation reduce private saving and lower long-run domestic investment quality.
chicago_monetarism	275	ml_money_growth_nominal_anchor_inflation_1960_2024	supported	aligned	uncertain	sustained excess broad-money growth over real output growth predicts higher medium-run inflation across regimes, with weaker coefficients only where credible nominal anchors are present.	sustained excess broad-money growth over real output growth predicts higher medium-run inflation across regimes, with weaker coefficients only where credible nominal anchors are present.
chicago_monetarism	276	sovereign_currency_debt_inflation_threshold_panel	falsified	aligned	uncertain	For monetary sovereigns with floating exchange rates and debt in domestic currency, high public-debt ratios do not predict inflation or default absent real-resource or external-balance stress.	For monetary sovereigns with floating exchange rates and debt in domestic currency, high public-debt ratios do not predict inflation or default absent real-resource or external-balance stress.
chicago_monetarism	277	bis_reer_appreciation_export_variety_panel	supported	aligned	uncertain	Real effective exchange-rate appreciation predicts lower export product variety and weaker goods-export growth over the next 2 years.	Real effective exchange-rate appreciation predicts lower export product variety and weaker goods-export growth over the next 2 years.
chicago_monetarism	278	capacity_tariff_sunset_infant_industry_upgrade	mixed	aligned	uncertain	Infant-industry protection works when tariffs are temporary and followed by export-share gains; persistent tariffs without export discipline predict lower consumption growth and no high-tech export upgrading.	Infant-industry protection works when tariffs are temporary and followed by export-share gains; persistent tariffs without export discipline predict lower consumption growth and no high-tech export upgrading.
chicago_monetarism	279	capacity_trade_liberalization_institutional_variance	mixed	aligned	uncertain	Tariff reductions increase consumption and export variety in high-rule-of-law and high-human-capital countries, but generate weak or negative medium-run growth in low-capacity countries with shallow finance.	Tariff reductions increase consumption and export variety in high-rule-of-law and high-human-capital countries, but generate weak or negative medium-run growth in low-capacity countries with shallow finance.
chicago_monetarism	280	food_production_trade_openness_resilience_panel	supported	aligned	uncertain	Countries with both higher domestic food-production growth and higher food-trade openness have smaller food-price and poverty spikes after global commodity-price shocks.	Countries with both higher domestic food-production growth and higher food-trade openness have smaller food-price and poverty spikes after global commodity-price shocks.
chicago_monetarism	281	hightech_exports_product_concentration_growth_panel	falsified	aligned	uncertain	High-tech export shares generate stronger GDP and TFP growth when export concentration is low.	High-tech export shares generate stronger GDP and TFP growth when export concentration is low.
chicago_monetarism	282	industrial_policy_hightech_exports_patents_panel	falsified	aligned	uncertain	Mission-oriented industrial policy raises high-tech export shares and resident patenting after five to ten years, with support only if gains exceed general R&D and education trends.	Mission-oriented industrial policy raises high-tech export shares and resident patenting after five to ten years, with support only if gains exceed general R&D and education trends.
chicago_monetarism	283	ml_customs_simplification_trade_cost_growth	supported	aligned	uncertain	customs simplification and shorter border delays predict lower trade costs and faster small-exporter growth than tariff cuts alone.	customs simplification and shorter border delays predict lower trade costs and faster small-exporter growth than tariff cuts alone.
chicago_monetarism	284	ml_fdi_restriction_technology_diffusion_slowdown	supported	aligned	uncertain	tighter FDI restrictions predict slower adoption of foreign technology and weaker productivity convergence in tradable sectors.	tighter FDI restrictions predict slower adoption of foreign technology and weaker productivity convergence in tradable sectors.
chicago_monetarism	285	ml_tariff_reduction_consumer_real_income_panel	supported	aligned	uncertain	durable tariff reductions predict lower tradable-goods prices and higher real household consumption, especially for lower-income households with high tradable basket shares.	durable tariff reductions predict lower tradable-goods prices and higher real household consumption, especially for lower-income households with high tradable basket shares.
chicago_monetarism	286	trade_openness_unemployment_volatility_panel	supported	aligned	uncertain	Higher trade openness raises short-run unemployment volatility but lowers average unemployment in flexible or high-capacity labour markets.	Higher trade openness raises short-run unemployment volatility but lowers average unemployment in flexible or high-capacity labour markets.
chicago_monetarism	287	wdi_tertiary_attainment_hightech_exports_panel	supported	aligned	uncertain	Tertiary attainment growth predicts higher high-tech export shares after 3-5 years, conditional on income and trade openness.	Tertiary attainment growth predicts higher high-tech export shares after 3-5 years, conditional on income and trade openness.
chicago_monetarism	288	wits_export_product_diversification_resilience_panel	mixed	aligned	aligned_guess	More diversified export baskets predict smaller export and GDP contractions during global downturns.	More diversified export baskets predict smaller export and GDP contractions during global downturns.
chicago_monetarism	289	wits_food_tariffs_food_price_inflation_panel	supported	aligned	uncertain	Higher food import tariffs predict higher food-price inflation and worse poverty outcomes, especially in food-import-dependent countries.	Higher food import tariffs predict higher food-price inflation and worse poverty outcomes, especially in food-import-dependent countries.
chicago_monetarism	290	wits_tariff_cuts_import_variety_consumption_panel	supported	aligned	uncertain	Tariff reductions predict greater import product variety and higher private consumption per capita over 3-year windows.	Tariff reductions predict greater import product variety and higher private consumption per capita over 3-year windows.
chicago_monetarism	291	wits_tariff_protection_manufacturing_upgrade_panel	falsified	aligned	uncertain	Higher tariff protection does not predict later high-tech export upgrading unless governance quality is high.	Higher tariff protection does not predict later high-tech export upgrading unless governance quality is high.
chicago_monetarism	292	degrowth_recession_basic_needs_protection_panel	falsified	aligned	aligned_guess	Output or energy-use contractions do not have to reduce basic-needs outcomes when health, education, and food-security institutions are protected; refuted if contractions reliably worsen mortality, schooling, or pover...	Output or energy-use contractions do not have to reduce basic-needs outcomes when health, education, and food-security institutions are protected; refuted if contractions reliably worsen mortality, schooling, or poverty even under high public provision.
